,nome,email,telefone,cpf,cpf_validado,cnpj,cnpj_validado,cep,data,valor,url
442,"[['Ana CCarvalho'], 'Ana CCarvalho']","[['8fa5gp45_5o@example.com'], '8fa5gp45_5o@example.com']","[['(21) 95012-9043'], '(21) 95012-9043']","[['514.607.372-45'], '514.607.372-45']",True,"[[], None]",False,"[[], None]","[[('02', '07', '2022')], '02/07/2022']","[['R$ 2715.48'], 'R$ 2715.48']","[['https://céontato.me/njcs/g06wmfa'], 'https://céontato.me/njcs/g06wmfa']"
443,"[['Marina Suza'], 'Marina Suza']","[[], None]","[[], None]","[['825.802.568-00'], '825.802.568-00']",False,"[['47.604.404/2414-30'], '47.604.404/2414-30']",True,"[[], None]","[[('16', '06', '2000')], '16/06/2000']","[['4,61'], '4,61']","[[], None]"
444,"[['P  aaüulo Barbosa'], 'P  aaüulo Barbosa']","[['0_yibj@gmail.com'], '0_yibj@gmail.com']","[[], None]","[['777.777.777-77'], '777.777.777-77']",False,"[['38.137.895/6235-80'], '38.137.895/6235-80']",True,"[['38595-240'], '38595-240']","[[], None]","[['466,21'], '466,21']","[['https://contato.me/y0ax96/ukq/6fv7'], 'https://contato.me/y0ax96/ukq/6fv7']"
445,"[['Rafaela Mocua'], 'Rafaela Mocua']","[['e48k-@dominio.org'], 'e48k-@dominio.org']","[['(98) 2174-5658'], '(98) 2174-5658']","[['473.074.802-63'], '473.074.802-63']",True,"[['27.301.996/9946-90'], '27.301.996/9946-90']",True,"[['88438684'], '88438684']","[[('02', '01', '2025')], '02/01/2025']","[['  774.49'], '  774.49']","[['http://data.ufc.br/gtx3w/3m9ev/24i7fw'], 'http://data.ufc.br/gtx3w/3m9ev/24i7fw']"
446,"[['Carlos Rodrigues'], 'Carlos Rodrigues']","[['mm0_6ei@example.com'], 'mm0_6ei@example.com']","[[], None]","[[], None]",False,"[['15.691.470/1298-28'], '15.691.470/1298-28']",True,"[[], None]","[[('31', '03', '2200')], '31/03/2200']","[['  4,684.42'], '  4,684.42']","[['https://empresa.com.br/6z8vlj/idby'], 'https://empresa.com.br/6z8vlj/idby']"
447,"[['João Martis'], 'João Martis']","[['za99jq2t3@ufc.br'], 'za99jq2t3@ufc.br']","[[], None]","[['434.441.756-98'], '434.441.756-98']",True,"[[], None]",False,"[['58087-267'], '58087-267']","[[('2', '11', '2014')], '2/11/2014']","[[], None]","[['https://empresa.com.br/o78ndbr'], 'https://empresa.com.br/o78ndbr']"
448,"[['Carlos Barbsa'], 'Carlos Barbsa']","[['we6@empresa.com.br'], 'we6@empresa.com.br']","[['(98) 9257-0727'], '(98) 9257-0727']","[['861.780.871-35'], '861.780.871-35']",False,"[[], None]",False,"[[], None]","[[('2', '02', '2003')], '2  /02/2003']","[[], None]","[[], None]"
449,"[['Beatriz Rodriguees'], 'Beatriz Rodriguees']","[['jxp_-em7ut@example.comm'], 'jxp_-em7ut@example.comm']","[['(85) 9550-8892'], '(85) 9550-8892']","[[], None]",False,"[['22.222.222/2222-22'], '22.222.222/2222-22']",False,"[['71087-485'], '71087-485']","[[], None]","[[], None]","[[], None]"
450,"[['Talita Carvalho'], 'Talita Carvalho']","[['rnv+xhhp@empresa.com.br'], 'rnv+xhhp@empresa.com.br']","[[], None]","[[], None]",False,"[['69.788.377/7204-07'], '69.788.377/7204-07']",True,"[['96564553'], '96564553']","[[], None]","[['R$ 209,53'], 'R$ 209,53']","[['https://empresa.com.br/51z6tx'], 'https://empresa.com.br/51z6tx']"
451,"[['A  na Mora'], 'A  na Mora']","[['vjf5.igh@outlook.com'], 'vjf5.igh@outlook.com']","[[], None]","[['891.305.102-87'], '891.305.102-87']",True,"[['58.147.960/5623-29'], '58.147.960/5623-29']",True,"[['34645-829'], '34645-829']","[[('25', '03', '2009')], '25/03/2009']","[['4661.08'], '4661.08']","[[], None]"
452,"[['Calos Carrvalho'], 'Calos Carrvalho']","[[], None]","[[], None]","[['940.048.965-09'], '940.048.965-09']",True,"[['69.954.495/6977-29'], '69.954.495/6977-29']",False,"[[], None]","[[], None]","[['R$ 3.293,37'], 'R$ 3.293,37']","[[], None]"
453,"[['Beatriz Rodrigues'], 'Beatriz Rodrigues']","[[], None]","[[], None]","[[], None]",False,"[['29.653.704/7680-00'], '29.653.704/7680-00']",True,"[['44027-554'], '44027-554']","[[], None]","[[' 4117.79'], ' 4117.79']","[[], None]"
454,"[['Yasmin Azevedo'], 'Yasmin Azevedo']","[[], None]","[['(31) 0323-0201'], '(31) 0323-0201']","[[], None]",False,"[['37.258.015/3584-76'], '37.258.015/3584-76']",True,"[['26860-173'], '26860-173']","[[], None]","[['R$ 1.365,30'], 'R$ 1.365,30']","[['https://empresa.combr/8f3/ftky0i'], 'https://empresa.combr/8f3/ftky0i']"
455,"[['Rafaela Azevedo'], 'Rafaela Azevedo']","[['je-qds49.@outlook..com'], 'je-qds49.@outlook..com']","[['(61) 95097-3330'], '(61) 95097-3330']","[[], None]",False,"[[], None]",False,"[[], None]","[[('8', '12', '2006')], '8/12/2006']","[['3.83'], '3.83']","[[], None]"
456,"[['M  arina Gomes'], 'M  arina Gomes']","[[], None]","[['(11) 4008-5380'], '(11) 4008-5380']","[['136.017.147-95'], '136.017.147-95']",True,"[['29.453.196/5164-41'], '29.453.196/5164-41']",False,"[['42079619'], '42079619']","[[('08', '10', '2020')], '08/10/2020']","[['910.37'], '910.37']","[['http://data.ufc.br/fogg9/b737ev'], 'http://data.ufc.br/fogg9/b737ev']"
457,"[['Yasmin Carvalho'], 'Yasmin Carvalho']","[['_-w3go-w3bc@example.com'], '_-w3go-w3bc@example.com']","[[], None]","[['451.224.023-37'], '451.224.023-37']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$ 3.019,33'], 'R$ 3.019,33']","[['http://site.org/3xrax5/bp3u'], 'http://site.org/3xrax5/bp3u']"
458,"[['E  duardo Gomes'], 'E  duardo Gomes']","[[], None]","[[], None]","[['444.444.444-44'], '444.444.444-44']",False,"[[], None]",False,"[['74822-328'], '74822-328']","[[], None]","[['166,65'], '166,65']","[['http://data.ufc.br/r3f65si/x88td0'], 'http://data.ufc.br/r3f65si/x88td0']"
459,"[['Olívia Carvalho'], 'Olívia Carvalho']","[['jeqjfgrb3@gmail.com'], 'jeqjfgrb3@gmail.com']","[['(31) 97164-0488'], '(31) 97164-0488']","[['136.649.290-04'], '136.649.290-04']",True,"[['94.271.342/4706-49'], '94.271.342/4706-49']",False,"[[], None]","[[('1', '09', '2017')], '1/09/2017']","[['287.93'], '287.93']","[['https://emmpresa.com.br/cficynp'], 'https://emmpresa.com.br/cficynp']"
460,"[['J  oão Almeei'], 'J  oão Almeei']","[['+f8o40wn-3@zufc.br'], '+f8o40wn-3@zufc.br']","[['(95) 94220-8595'], '(95) 94220-8595']","[['057.834.108-53'], '057.834.108-53']",True,"[['95.035.451/3640-24'], '95.035.451/3640-24']",True,"[[], None]","[[], None]","[['R$ 7705.14'], 'R$ 7705.14']","[[], None]"
461,"[['Helena'], 'Helena']","[['yaes0hia@mail.com9'], 'yaes0hia@mail.com9']","[[], None]","[[], None]",False,"[[], None]",False,"[['58255-483'], '58255-483']","[[('07', '11', '2016')], '07/11/2016']","[['R$ 4117.80'], 'R$ 4117.80']","[['http://site.org/75ava//ncd4iq/uypy1z2'], 'http://site.org/75ava//ncd4iq/uypy1z2']"
462,"[['E  dulardo Moura'], 'E  dulardo Moura']","[['-h+i_s@dominio.org'], '-h+i_s@dominio.org']","[[], None]","[['874.545.603-85'], '874.545.603-85']",True,"[['86.865.927/9948-30'], '86.865.927/9948-30']",True,"[[], None]","[[('28', '11', '2017')], '28/11/2017']","[[], None]","[['https://contato.me/kgh86s/chq2a'], 'https://contato.me/kgh86s/chq2a']"
463,"[['Eduardo Souza'], 'Eduardo Souza']","[['6hp-2--v@example.com'], '6hp-2--v@example.com']","[[], None]","[['624.524.055-74'], '624.524.055-74']",True,"[['35.919.988/5522-98'], '35.919.988/5522-98']",True,"[[], None]","[[('22', '12', '2007')], '22/12/2007']","[['R$3401.27'], 'R$3401.27']","[['http://site.org/6z2p'], 'http://site.org/6z2p']"
464,"[['Talita Ribeiroo'], 'Talita Ribeiroo']","[['h2k3r0dapsf@example.com'], 'h2k3r0dapsf@example.com']","[['9712-3461'], '9712-3461']","[['882.870.351-20'], '882.870.351-20']",True,"[[], None]",False,"[[], None]","[[('1', '04', '2008')], '1/04/2008']","[['4,46'], '4,46']","[[], None]"
465,"[['Lettícia Carvalho'], 'Lettícia Carvalho']","[[], None]","[['(11) 98457-8449'], '(11) 98457-8449']","[[], None]",False,"[['96.591.239/4494-27'], '96.591.239/4494-27']",True,"[['23077146'], '23077146']","[[], None]","[[], None]","[['http://dataa.ufc.br/1aee6p2'], 'http://dataa.ufc.br/1aee6p2']"
466,"[['Viinícius Azevedo'], 'Viinícius Azevedo']","[['r.ows8@ufc..br'], 'r.ows8@ufc..br']","[[], None]","[['777.777.777-77'], '777.777.777-77']",False,"[['19.903.777/3110-09'], '19.903.777/3110-09']",True,"[[], None]","[[('2', '05', '2019')], '2/05/2019']","[['3709.66'], '3709.66']","[['https://exemplo.com/378f@'], 'https://exemplo.com/378f@']"
467,"[['Fernanda Allmeida'], 'Fernanda Allmeida']","[['szaz67.v6@ufc.br'], 'szaz67.v6@ufc.br']","[['(51) 9416-3164'], '(51) 9416-3164']","[['321.913.304-52'], '321.913.304-52']",True,"[['34.856.450/4462-40'], '34.856.450/4462-40']",False,"[['70003-379'], '70003-379']","[[('08', '10', '2019')], '08/10/2019']","[[' 232.39'], ' 232.39']","[['https://empresa.com.br/c1zb'], 'https://empresa.com.br/c1zb']"
468,"[['R  afaela Olive'], 'R  afaela Olive']","[['1q-8uq3@example.com'], '1q-8uq3@example.com']","[['(92) 9153-9305'], '(92) 9153-9305']","[['555.555.555-55'], '555.555.555-55']",False,"[['63.481.300/4362-84'], '63.481.300/4362-84']",True,"[[], None]","[[('3', '03', '2001')], '3/03/2001']","[[' 3.39'], ' 3.39']","[['https://empresa.com.br/we6e/f7mj81'], 'https://empresa.com.br/we6e/f7mj81']"
469,"[['I  gor Rorigues'], 'I  gor Rorigues']","[['mib_6q@gmail.com'], 'mib_6q@gmail.com']","[['(95) 93056-1311'], '(95) 93056-1311']","[['225.549.422-18'], '225.549.422-18']",True,"[['14.136.325/5861-21'], '14.136.325/5861-21']",True,"[[], None]","[[('05', '08', '2005')], '05/08/2005']","[[], None]","[['http://site.orrg/jehe/7b9'], 'http://site.orrg/jehe/7b9']"
470,"[['Taliit Rodrigues'], 'Taliit Rodrigues']","[['3y8.9@outlook.com'], '3y8.9@outlook.com']","[['(86) 3263-3457'], '(86) 3263-3457']","[['363.915.965-90'], '363.915.965-90']",True,"[['81.403.484/5453-71'], '81.403.484/5453-71']",True,"[['81175966'], '81175966']","[[('5', '01', '2013')], '5/01/2013']","[[], None]","[['https://exemplo.com/7rd7w/hdd4cyh'], 'https://exemplo.com/7rd7w/hdd4cyh']"
471,"[['P  aulo Barbos'], 'P  aulo Barbos']","[['mta.3duv@mail.com'], 'mta.3duv@mail.com']","[['(21) 0158-5263'], '(21) 0158-5263']","[[], None]",False,"[['49.631.885/3402-19'], '49.631.885/3402-19']",True,"[[], None]","[[], None]","[['R$ 3.589,65'], 'R$ 3.589,65']","[['http://site.org/ibff7/z6l4kz'], 'http://site.org/ibff7/z6l4kz']"
472,"[['L  etícia Ribeiiro'], 'L  etícia Ribeiiro']","[['2p__22@gmail.com'], '2p__22@gmail.com']","[['(51) 8400-4210'], '(51) 8400-4210']","[['041.458.861-43'], '041.458.861-43']",True,"[['23.590.632/8775-72'], '23.590.632/8775-72']",True,"[[], None]","[[], None]","[['4138.33'], '4138.33']","[['http://siite.org/nl58my/57c/58lb56p'], 'http://siite.org/nl58my/57c/58lb56p']"
473,"[['Helena Martins'], 'Helena Martins']","[['3upglja5iif@outlook.com'], '3upglja5iif@outlook.com']","[[], None]","[['980.560.222-28'], '980.560.222-28']",True,"[[], None]",False,"[['93200822'], '93200822']","[[('8', '6', '2005')], '8/6/2005']","[[], None]","[['http://data.ufc.br/a6x/5drhm'], 'http://data.ufc.br/a6x/5drhm']"
474,"[['João Azeveddo'], 'João Azeveddo']","[['8f50pbg+ggw@mail.com'], '8f50pbg+ggw@mail.com']","[[], None]","[[], None]",False,"[['88.206.456/2009-18'], '88.206.456/2009-18']",True,"[[], None]","[[('9', '03', '2004')], '9/03/2004']","[['  803.53'], '  803.53']","[[], None]"
475,"[['Paulo Carvalhoo'], 'Paulo Carvalhoo']","[[], None]","[[], None]","[['345.338.430-00'], '345.338.430-00']",True,"[[], None]",False,"[[], None]","[[('06', '04', '2011')], '06/04/2011']","[['4,88'], '4,88']","[[], None]"
476,"[['Letcia Azevedo'], 'Letcia Azevedo']","[['qy2nv-j6@empre5sa.com.br'], 'qy2nv-j6@empre5sa.com.br']","[[], None]","[[], None]",False,"[[], None]",False,"[['96939-249'], '96939-249']","[[('01', '03', '2011')], '01/03/2011']","[['R$ 1888.03'], 'R$ 1888.03']","[[], None]"
477,"[['N  atan Lima'], 'N  atan Lima']","[['5k55k@outloo.com'], '5k55k@outloo.com']","[[], None]","[['657.614.766-06'], '657.614.766-06']",True,"[[], None]",False,"[[], None]","[[('5', '04', '2015')], '5/04/2015']","[[], None]","[['https://exemplo.com/9pn/b5aophw/04amp'], 'https://exemplo.com/9pn/b5aophw/04amp']"
478,"[['T  alit Lima'], 'T  alit Lima']","[[], None]","[[], None]","[[], None]",False,"[['66.363.051/2816-91'], '66.363.051/2816-91']",True,"[[], None]","[[('09', '09', '2002')], '09/09/2002']","[['2,933.22'], '2,933.22']","[['http://site.org/prn/1jl/uzlh'], 'http://site.org/prn/1jl/uzlh']"
479,"[['Fernanda Pereira'], 'Fernanda Pereira']","[[], None]","[['(85) 91168-8392'], '(85) 91168-8392']","[['308.169.035-81'], '308.169.035-81']",True,"[['42.062.895/8042-46'], '42.062.895/8042-46']",True,"[[], None]","[[], None]","[['12214.71'], '12214.71']","[[], None]"
480,"[['Vinícius Lima'], 'Vinícius Lima']","[['n6axn0oq@domnio.org'], 'n6axn0oq@domnio.org']","[['(11) 94592-1893'], '(11) 94592-1893']","[[], None]",False,"[['44.529.258/2491-70'], '44.529.258/2491-70']",True,"[['05876869'], '05876869']","[[], None]","[['497.83'], '497.83']","[[], None]"
481,"[['Sérgio ouza'], 'Sérgio ouza']","[[], None]","[['(85) 9278-6118'], '(85) 9278-6118']","[[], None]",False,"[[], None]",False,"[[], None]","[[('4', '01', '2002')], '4/01/2002']","[[' 181.55'], ' 181.55']","[['https://mpresa.com.br/83snxtd/uu9skatx'], 'https://mpresa.com.br/83snxtd/uu9skatx']"
482,"[['Natan Oliveira'], 'Natan Oliveira']","[['0j-jc10@mail.com'], '0j-jc10@mail.com']","[[], None]","[['667.037.070-90'], '667.037.070-90']",True,"[['55.753.882/5784-37'], '55.753.882/5784-37']",False,"[[], None]","[[('15', '09', '2023')], '15/09/2023']","[['  305.65'], '  305.65']","[['https://exemplo.com/nn37r'], 'https://exemplo.com/nn37r']"
483,"[['H  elena Costa'], 'H  elena Costa']","[[], None]","[['(86) 9878-1339'], '(86) 9878-1339']","[[], None]",False,"[['35.263.747/8882-24'], '35.263.747/8882-24']",False,"[['72328-823'], '72328-823']","[[], None]","[['R$1.803,62'], 'R$1.803,62']","[['https://empresa.com.br/4dxussb'], 'https://empresa.com.br/4dxussb']"
484,"[['E  duado Rodrigues'], 'E  duado Rodrigues']","[['6.wp6@outlook.comm'], '6.wp6@outlook.comm']","[['(95) 93180-0447'], '(95) 93180-0447']","[[], None]",False,"[['78.263.769/2461-99'], '78.263.769/2461-99']",True,"[[], None]","[[('9', '06', '2016')], '9/06/2016']","[['R$ 1335.28'], 'R$ 1335.28']","[['https://contato.me/ye9b/cdg5g'], 'https://contato.me/ye9b/cdg5g']"
485,"[['Gabriel Lima'], 'Gabriel Lima']","[[], None]","[['(31) 96581-7729'], '(31) 96581-7729']","[['941.028.296-95'], '941.028.296-95']",True,"[['02.649.280/3151-81'], '02.649.280/3151-81']",True,"[[], None]","[[], None]","[[' 196.15'], ' 196.15']","[['http://site.org/1dce/8gl'], 'http://site.org/1dce/8gl']"
486,"[['Paulo Barbosa'], 'Paulo Barbosa']","[[], None]","[[], None]","[[], None]",False,"[['88.175.610/9583-20'], '88.175.610/9583-20']",True,"[['24799052'], '24799052']","[[('23', '10', '2013')], '23/10/2013']","[[], None]","[['https://exemplo.com//49m/0myrc/7v69e'], 'https://exemplo.com//49m/0myrc/7v69e']"
487,"[['Yasmin Carvvalho'], 'Yasmin Carvvalho']","[['uvl.-k@dominio.org'], 'uvl.-k@dominio.org']","[[], None]","[[], None]",False,"[['01.311.378/7187-97'], '01.311.378/7187-97']",True,"[['72584-009'], '72584-009']","[[('21', '05', '2008')], '21/05/2008']","[[], None]","[['https://contato.me/0yzav/07b/xxk6'], 'https://contato.me/0yzav/07b/xxk6']"
488,"[['Carlos Oliveira'], 'Carlos Oliveira']","[[], None]","[[], None]","[['186.972.500-05'], '186.972.500-05']",True,"[[], None]",False,"[['19093661'], '19093661']","[[('30', '09', '2022')], '30/09/2022']","[['R$ 4.773,06'], 'R$ 4.773,06']","[[], None]"
489,"[['Natan SSouza'], 'Natan SSouza']","[[], None]","[[], None]","[[], None]",False,"[['46.665.658/4042-06'], '46.665.658/4042-06']",True,"[['56712-124'], '56712-124']","[[('30', '12', '2009')], '30/12/2009']","[['  7.13'], '  7.13']","[['https://exemplo.com/w4ihp'], 'https://exemplo.com/w4ihp']"
490,"[['A  na Costa'], 'A  na Costa']","[[], None]","[['(81) 5990-5884'], '(81) 5990-5884']","[['288.888.888-88'], '288.888.888-88']",False,"[['97.767.532/9998-39'], '97.767.532/9998-39']",False,"[['94824-641'], '94824-641']","[[('06', '03', '2000')], '06/03/2000']","[[], None]","[[], None]"
491,"[['Rafaela Almeida'], 'Rafaela Almeida']","[[], None]","[['(51) 91730-9818'], '(51) 91730-9818']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['R$ 1294.98'], 'R$ 1294.98']","[[], None]"
492,"[['Hlena Gomqes'], 'Hlena Gomqes']","[[], None]","[['(86) 8756-8192'], '(86) 8756-8192']","[[], None]",False,"[['63.070.996/4886-47'], '63.070.996/4886-47']",True,"[['95911029'], '95911029']","[[('24', '04', '2009')], '24/04/2009']","[[' 260.21'], ' 260.21']","[[], None]"
493,"[['Sérg'], 'Sérg']","[['gk-atrk6@outlook.com'], 'gk-atrk6@outlook.com']","[['(71) 9784-9704'], '(71) 9784-9704']","[['361.601.097-74'], '361.601.097-74']",True,"[['89.382.121/0151-80'], '89.382.121/0151-80']",True,"[['07766631'], '07766631']","[[], None]","[[], None]","[['http://site.org/iinyuu/k4fq/lwa4yj'], 'http://site.org/iinyuu/k4fq/lwa4yj']"
494,"[['P  aulo Gomes'], 'P  aulo Gomes']","[['gjwh5qptlhb@ufc0.br'], 'gjwh5qptlhb@ufc0.br']","[[], None]","[[], None]",False,"[['66.802.687/4851-82'], '66.802.687/4851-82']",True,"[[], None]","[[('19', '10', '2001')], '19/10/2001']","[['   31770.18'], '   31770.18']","[[], None]"
495,"[['C'], 'C']","[['r8d1y2yr1@emprresa.com.br'], 'r8d1y2yr1@emprresa.com.br']","[[], None]","[['065.165.126-39'], '065.165.126-39']",True,"[['73.704.214/1523-03'], '73.704.214/1523-03']",True,"[['50693-576'], '50693-576']","[[], None]","[['138.12'], '138.12']","[['https://exmplo.com/n1cz/an50'], 'https://exmplo.com/n1cz/an50']"
496,"[['Daniel Pereira'], 'Daniel Pereira']","[['ymsul8b@mai.com'], 'ymsul8b@mai.com']","[['(81) 90794-9117'], '(81) 90794-9117']","[['326.444.581-61'], '326.444.581-61']",True,"[['46.155.286/8591-31'], '46.155.286/8591-31']",False,"[['60812-570'], '60812-570']","[[], None]","[[], None]","[['https://empresa.coom.br/2et4d05/zvcbb/h220'], 'https://empresa.coom.br/2et4d05/zvcbb/h220']"
497,"[['GabrielAlmeida'], 'GabrielAlmeida']","[['ynfot_q@dominio.org'], 'ynfot_q@dominio.org']","[['(92) 0499-8831'], '(92) 0499-8831']","[['829.521.938-52'], '829.521.938-52']",False,"[['31.142.311/5479-08'], '31.142.311/5479-08']",True,"[[], None]","[[('27', '01', '2202')], '27/01/2202']","[[], None]","[['https://contato.me/n837'], 'https://contato.me/n837']"
498,"[['B  eatriz Barbosa'], 'B  eatriz Barbosa']","[['0e3i32@imail.com'], '0e3i32@imail.com']","[[], None]","[['954.316.118-69'], '954.316.118-69']",False,"[['21.859.293/0044-77'], '21.859.293/0044-77']",True,"[[], None]","[[('14', '01', '2007')], '14/01/2007']","[['4401.24'], '4401.24']","[[], None]"
499,"[['Sérgio Gomes'], 'Sérgio Gomes']","[['o7tupurz8h--@dominio.org'], 'o7tupurz8h--@dominio.org']","[[], None]","[['300.373.637-00'], '300.373.637-00']",True,"[['57.081.518/0778-42'], '57.081.518/0778-42']",True,"[['75310026'], '75310026']","[[('22', '11', '2019')], '22/11/2019']","[[], None]","[[], None]"
500,"[['Olívia odrig'], 'Olívia odrig']","[['39230j+@ominio.org'], '39230j+@ominio.org']","[['(92) 96358-7311'], '(92) 96358-7311']","[['679.307.217-01'], '679.307.217-01']",True,"[[], None]",False,"[['35492-586'], '35492-586']","[[], None]","[[], None]","[['http://data.ufc.br/k8hxu'], 'http://data.ufc.br/k8hxu']"
501,"[['D  aniel  Barbosa'], 'D  aniel  Barbosa']","[[], None]","[[], None]","[['781.626.671-56'], '781.626.671-56']",True,"[[], None]",False,"[[], None]","[[('5', '06', '2006')], '5/06/2006']","[['R$686.73'], 'R$686.73']","[['https://empresa.ccom.br/26r/ut8'], 'https://empresa.ccom.br/26r/ut8']"
502,"[['TalitaAzevedo'], 'TalitaAzevedo']","[['13ok0tkk1022n@example.com'], '13ok0tkk1022n@example.com']","[['(71) 91310-6660'], '(71) 91310-6660']","[[], None]",False,"[['62.766.647/4860-60'], '62.766.647/4860-60']",False,"[[], None]","[[('03', '06', '2018')], '03/06/2018']","[['44935.99'], '44935.99']","[[], None]"
503,"[['Danniel Ribeiro'], 'Danniel Ribeiro']","[['b3v50qt.yp@outlook.com'], 'b3v50qt.yp@outlook.com']","[[], None]","[['214.819.642-16'], '214.819.642-16']",True,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[[], None]"
504,"[['Sérgio Martiins'], 'Sérgio Martiins']","[['eehbfwc@empresa.com.br'], 'eehbfwc@empresa.com.br']","[['(31) 95185-4641'], '(31) 95185-4641']","[['155.427.714-08'], '155.427.714-08']",True,"[['28.876.468/8090-49'], '28.876.468/8090-49']",False,"[[], None]","[[('2', '12', '2023')], '2/12/2023']","[['R$ 939.78'], 'R$ 939.78']","[['https://exemplo.com/6cluxr/v2vl00w5'], 'https://exemplo.com/6cluxr/v2vl00w5']"
505,"[['Viníciuss R'], 'Viníciuss R']","[[], None]","[[], None]","[['510.315.308-43'], '510.315.308-43']",True,"[['22.222.222/2222-22'], '22.222.222/2222-22']",False,"[[], None]","[[('18', '06', '2201')], '18/06/2201']","[[], None]","[['https://exempldo.com/vwhv22cm/msf2e'], 'https://exempldo.com/vwhv22cm/msf2e']"
506,"[['G  arieol Almeida'], 'G  arieol Almeida']","[['skegvi@example.com'], 'skegvi@example.com']","[[], None]","[['926.936.099-76'], '926.936.099-76']",True,"[['99.551.310/3986-96'], '99.551.310/3986-96']",True,"[[], None]","[[('6', '09', '2017')], '6/09/2017']","[[], None]","[['http://data.ufc.br/0n6xe'], 'http://data.ufc.br/0n6xe']"
507,"[['Marina Azevedo'], 'Marina Azevedo']","[[], None]","[[], None]","[['492.327.244-99'], '492.327.244-99']",True,"[['50.389.347/6499-32'], '50.389.347/6499-32']",True,"[[], None]","[[], None]","[['2260.68'], '2260.68']","[['https://empresa.com.br/cuvvo6x'], 'https://empresa.com.br/cuvvo6x']"
508,"[['Tallita Martins'], 'Tallita Martins']","[['iawq7scrp9dd@ufc.bbr'], 'iawq7scrp9dd@ufc.bbr']","[[], None]","[['665.815.393-09'], '665.815.393-09']",True,"[['23.393.646/9549-32'], '23.393.646/9549-32']",True,"[['07325791'], '07325791']","[[], None]","[['3688.20'], '3688.20']","[[], None]"
509,"[['Eduaardo Almeida'], 'Eduaardo Almeida']","[[], None]","[['(51) 1755-2539'], '(51) 1755-2539']","[[], None]",False,"[['08.988.093/2079-93'], '08.988.093/2079-93']",True,"[['25525-003'], '25525-003']","[[('26', '11', '2020')], '26/11/2020']","[[], None]","[[], None]"
510,"[['T  alita Azevedo'], 'T  alita Azevedo']","[[], None]","[['(92) 95623-3383'], '(92) 95623-3383']","[['589.882.391-30'], '589.882.391-30']",True,"[['99.999.999/9999-99'], '99.999.999/9999-99']",False,"[['67290-037'], '67290-037']","[[('5', '10', '2013')], '5/10/2013']","[[' 1.417,79'], ' 1.417,79']","[['http://data.ufc.br/qhwfmd5/uxjca/wkbx'], 'http://data.ufc.br/qhwfmd5/uxjca/wkbx']"
511,"[['I  gor Lima'], 'I  gor Lima']","[[], None]","[[], None]","[[], None]",False,"[['56.570.762/1416-79'], '56.570.762/1416-79']",True,"[[], None]","[[], None]","[['2,866.39'], '2,866.39']","[[], None]"
512,"[['GabrielCostúa'], 'GabrielCostúa']","[['1o+ntp@mail.co7m'], '1o+ntp@mail.co7m']","[['(95) 93224-6963'], '(95) 93224-6963']","[['490.857.447-55'], '490.857.447-55']",False,"[['44.444.444/4444-44'], '44.444.444/4444-44']",False,"[[], None]","[[], None]","[[' 2977.95'], ' 2977.95']","[['https://empresa.com.br/j1kbs6ùi'], 'https://empresa.com.br/j1kbs6ùi']"
513,"[['O  lívia Barrbosa'], 'O  lívia Barrbosa']","[['.1ro@mail.com'], '.1ro@mail.com']","[['(71) 90627-2447'], '(71) 90627-2447']","[['382.018.776-67'], '382.018.776-67']",True,"[['94.411.530/9127-07'], '94.411.530/9127-07']",False,"[[], None]","[[], None]","[['60.00'], '60.00']","[['https://exemplo.com/v2v20/hhkacw0/uwpdq'], 'https://exemplo.com/v2v20/hhkacw0/uwpdq']"
514,"[['E  duardo Perera'], 'E  duardo Perera']","[['g.vd-0impt@mail.com'], 'g.vd-0impt@mail.com']","[['(41) 98058-2998'], '(41) 98058-2998']","[['999.999.999-99'], '999.999.999-99']",False,"[[], None]",False,"[['59814-880'], '59814-880']","[[('31', '12', '2002')], '31/12/2002']","[['1500.08'], '1500.08']","[['http://data.ufc.br/ztil3/dc0p'], 'http://data.ufc.br/ztil3/dc0p']"
515,"[['Daniel Pereirra'], 'Daniel Pereirra']","[['e9z1b4a-tf@gmil.ccom'], 'e9z1b4a-tf@gmil.ccom']","[['(81) 9230-8107'], '(81) 9230-8107']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[[], None]"
516,"[['Iggor Oliveira'], 'Iggor Oliveira']","[['6udemz4is@mail.com'], '6udemz4is@mail.com']","[['(71) 98357-1786'], '(71) 98357-1786']","[[], None]",False,"[['44.643.102/9120-19'], '44.643.102/9120-19']",True,"[[], None]","[[('23', '07', '2009')], '23/07/2009']","[['3,257.08'], '3,257.08']","[['https://empresa.com..br/5qj/6ah2uwd/3w'], 'https://empresa.com..br/5qj/6ah2uwd/3w']"
517,"[['Mariéna Oliveiraa'], 'Mariéna Oliveiraa']","[['vs4tnk@outlook..com'], 'vs4tnk@outlook..com']","[['(31) 90222-1237'], '(31) 90222-1237']","[['955.755.383-97'], '955.755.383-97']",True,"[[], None]",False,"[[], None]","[[('17', '06', '2019')], '17/06/2019']","[[], None]","[[], None]"
